One,Two
"['02,05,17,20,25,48,14', '02,06,15,21,31,45,24', '02,30,32,36,43,47,49']","02,06,13,15,17,43,04"
"['02,06,15,21,31,45,24', '02,30,32,36,43,47,49', '02,06,13,15,17,43,04']","02,21,32,39,42,46,19"
"['02,30,32,36,43,47,49', '02,06,13,15,17,43,04', '02,21,32,39,42,46,19']","14,15,26,30,38,44,19"
"['02,06,13,15,17,43,04', '02,21,32,39,42,46,19', '14,15,26,30,38,44,19']","02,11,19,21,33,45,40"
"['02,21,32,39,42,46,19', '14,15,26,30,38,44,19', '02,11,19,21,33,45,40']","05,16,19,29,41,43,37"
"['14,15,26,30,38,44,19', '02,11,19,21,33,45,40', '05,16,19,29,41,43,37']","07,22,27,33,39,41,13"
"['02,11,19,21,33,45,40', '05,16,19,29,41,43,37', '07,22,27,33,39,41,13']","05,08,20,32,34,35,17"
"['05,16,19,29,41,43,37', '07,22,27,33,39,41,13', '05,08,20,32,34,35,17']","01,11,14,15,19,33,42"
"['07,22,27,33,39,41,13', '05,08,20,32,34,35,17', '01,11,14,15,19,33,42']","03,20,21,22,34,40,44"
"['05,08,20,32,34,35,17', '01,11,14,15,19,33,42', '03,20,21,22,34,40,44']","08,21,29,38,44,45,20"
"['01,11,14,15,19,33,42', '03,20,21,22,34,40,44', '08,21,29,38,44,45,20']","10,12,22,30,39,44,09"
"['03,20,21,22,34,40,44', '08,21,29,38,44,45,20', '10,12,22,30,39,44,09']","04,10,22,35,42,46,32"
"['08,21,29,38,44,45,20', '10,12,22,30,39,44,09', '04,10,22,35,42,46,32']","22,36,42,43,46,48,21"
"['10,12,22,30,39,44,09', '04,10,22,35,42,46,32', '22,36,42,43,46,48,21']","03,21,23,27,45,47,40"
"['04,10,22,35,42,46,32', '22,36,42,43,46,48,21', '03,21,23,27,45,47,40']","10,14,23,35,41,46,19"
"['22,36,42,43,46,48,21', '03,21,23,27,45,47,40', '10,14,23,35,41,46,19']","09,19,26,34,38,40,37"
"['03,21,23,27,45,47,40', '10,14,23,35,41,46,19', '09,19,26,34,38,40,37']","12,13,15,28,30,37,03"
"['10,14,23,35,41,46,19', '09,19,26,34,38,40,37', '12,13,15,28,30,37,03']","01,08,23,24,30,32,14"
"['09,19,26,34,38,40,37', '12,13,15,28,30,37,03', '01,08,23,24,30,32,14']","06,17,27,31,40,48,28"
"['12,13,15,28,30,37,03', '01,08,23,24,30,32,14', '06,17,27,31,40,48,28']","05,07,09,26,27,34,08"
"['01,08,23,24,30,32,14', '06,17,27,31,40,48,28', '05,07,09,26,27,34,08']","10,31,35,36,41,44,34"
"['06,17,27,31,40,48,28', '05,07,09,26,27,34,08', '10,31,35,36,41,44,34']","02,23,30,36,44,48,24"
"['05,07,09,26,27,34,08', '10,31,35,36,41,44,34', '02,23,30,36,44,48,24']","10,37,38,39,40,45,18"
"['10,31,35,36,41,44,34', '02,23,30,36,44,48,24', '10,37,38,39,40,45,18']","03,13,14,18,22,38,06"
"['02,23,30,36,44,48,24', '10,37,38,39,40,45,18', '03,13,14,18,22,38,06']","23,27,31,37,39,45,06"
"['10,37,38,39,40,45,18', '03,13,14,18,22,38,06', '23,27,31,37,39,45,06']","01,07,11,14,35,36,10"
"['03,13,14,18,22,38,06', '23,27,31,37,39,45,06', '01,07,11,14,35,36,10']","08,10,27,30,36,43,48"
"['23,27,31,37,39,45,06', '01,07,11,14,35,36,10', '08,10,27,30,36,43,48']","16,21,37,40,41,46,27"
"['01,07,11,14,35,36,10', '08,10,27,30,36,43,48', '16,21,37,40,41,46,27']","10,11,12,15,16,45,19"
"['08,10,27,30,36,43,48', '16,21,37,40,41,46,27', '10,11,12,15,16,45,19']","12,19,21,35,42,46,40"
"['16,21,37,40,41,46,27', '10,11,12,15,16,45,19', '12,19,21,35,42,46,40']","04,19,20,29,32,36,30"
"['10,11,12,15,16,45,19', '12,19,21,35,42,46,40', '04,19,20,29,32,36,30']","02,11,22,35,39,40,36"
"['12,19,21,35,42,46,40', '04,19,20,29,32,36,30', '02,11,22,35,39,40,36']","02,07,08,14,21,38,11"
"['04,19,20,29,32,36,30', '02,11,22,35,39,40,36', '02,07,08,14,21,38,11']","04,07,13,14,21,29,22"
"['02,11,22,35,39,40,36', '02,07,08,14,21,38,11', '04,07,13,14,21,29,22']","05,15,24,27,33,36,01"
"['02,07,08,14,21,38,11', '04,07,13,14,21,29,22', '05,15,24,27,33,36,01']","02,05,24,28,33,44,04"
"['04,07,13,14,21,29,22', '05,15,24,27,33,36,01', '02,05,24,28,33,44,04']","20,33,34,35,41,43,04"
"['05,15,24,27,33,36,01', '02,05,24,28,33,44,04', '20,33,34,35,41,43,04']","04,08,19,32,44,46,21"
"['02,05,24,28,33,44,04', '20,33,34,35,41,43,04', '04,08,19,32,44,46,21']","07,08,21,23,26,39,28"
"['20,33,34,35,41,43,04', '04,08,19,32,44,46,21', '07,08,21,23,26,39,28']","02,06,18,33,34,43,28"
"['04,08,19,32,44,46,21', '07,08,21,23,26,39,28', '02,06,18,33,34,43,28']","01,06,13,16,30,33,03"
"['07,08,21,23,26,39,28', '02,06,18,33,34,43,28', '01,06,13,16,30,33,03']","02,08,15,26,29,49,03"
"['02,06,18,33,34,43,28', '01,06,13,16,30,33,03', '02,08,15,26,29,49,03']","10,11,24,34,44,48,31"
"['01,06,13,16,30,33,03', '02,08,15,26,29,49,03', '10,11,24,34,44,48,31']","03,09,23,26,31,42,41"
"['02,08,15,26,29,49,03', '10,11,24,34,44,48,31', '03,09,23,26,31,42,41']","14,16,23,27,28,44,40"
"['10,11,24,34,44,48,31', '03,09,23,26,31,42,41', '14,16,23,27,28,44,40']","02,25,27,28,34,37,42"
"['03,09,23,26,31,42,41', '14,16,23,27,28,44,40', '02,25,27,28,34,37,42']","15,23,28,30,36,48,45"
"['14,16,23,27,28,44,40', '02,25,27,28,34,37,42', '15,23,28,30,36,48,45']","02,08,11,38,41,48,18"
"['02,25,27,28,34,37,42', '15,23,28,30,36,48,45', '02,08,11,38,41,48,18']","01,08,12,15,36,47,10"
"['15,23,28,30,36,48,45', '02,08,11,38,41,48,18', '01,08,12,15,36,47,10']","02,09,23,29,38,41,08"
"['02,08,11,38,41,48,18', '01,08,12,15,36,47,10', '02,09,23,29,38,41,08']","02,05,22,24,30,35,42"
"['01,08,12,15,36,47,10', '02,09,23,29,38,41,08', '02,05,22,24,30,35,42']","10,12,26,36,37,48,34"
"['02,09,23,29,38,41,08', '02,05,22,24,30,35,42', '10,12,26,36,37,48,34']","10,31,32,33,43,45,30"
"['02,05,22,24,30,35,42', '10,12,26,36,37,48,34', '10,31,32,33,43,45,30']","05,23,29,32,36,42,14"
"['10,12,26,36,37,48,34', '10,31,32,33,43,45,30', '05,23,29,32,36,42,14']","13,18,30,32,41,48,45"
"['10,31,32,33,43,45,30', '05,23,29,32,36,42,14', '13,18,30,32,41,48,45']","26,30,37,38,42,43,32"
"['05,23,29,32,36,42,14', '13,18,30,32,41,48,45', '26,30,37,38,42,43,32']","02,12,14,22,40,45,04"
"['13,18,30,32,41,48,45', '26,30,37,38,42,43,32', '02,12,14,22,40,45,04']","25,27,33,38,40,49,12"
"['26,30,37,38,42,43,32', '02,12,14,22,40,45,04', '25,27,33,38,40,49,12']","03,20,24,25,28,49,30"
"['02,12,14,22,40,45,04', '25,27,33,38,40,49,12', '03,20,24,25,28,49,30']","17,24,27,28,42,45,31"
"['25,27,33,38,40,49,12', '03,20,24,25,28,49,30', '17,24,27,28,42,45,31']","06,19,28,37,38,46,42"
"['03,20,24,25,28,49,30', '17,24,27,28,42,45,31', '06,19,28,37,38,46,42']","02,08,13,29,35,36,14"
"['17,24,27,28,42,45,31', '06,19,28,37,38,46,42', '02,08,13,29,35,36,14']","04,05,06,08,22,38,42"
"['06,19,28,37,38,46,42', '02,08,13,29,35,36,14', '04,05,06,08,22,38,42']","02,17,20,37,47,49,36"
"['02,08,13,29,35,36,14', '04,05,06,08,22,38,42', '02,17,20,37,47,49,36']","17,23,27,30,43,49,31"
"['04,05,06,08,22,38,42', '02,17,20,37,47,49,36', '17,23,27,30,43,49,31']","08,24,31,35,37,41,19"
"['02,17,20,37,47,49,36', '17,23,27,30,43,49,31', '08,24,31,35,37,41,19']","16,18,35,37,43,47,07"
"['17,23,27,30,43,49,31', '08,24,31,35,37,41,19', '16,18,35,37,43,47,07']","01,02,15,18,28,32,26"
"['08,24,31,35,37,41,19', '16,18,35,37,43,47,07', '01,02,15,18,28,32,26']","09,23,25,31,44,49,02"
"['16,18,35,37,43,47,07', '01,02,15,18,28,32,26', '09,23,25,31,44,49,02']","11,13,15,23,27,33,04"
"['01,02,15,18,28,32,26', '09,23,25,31,44,49,02', '11,13,15,23,27,33,04']","11,19,21,27,38,39,24"
"['09,23,25,31,44,49,02', '11,13,15,23,27,33,04', '11,19,21,27,38,39,24']","01,10,13,40,42,46,41"
"['11,13,15,23,27,33,04', '11,19,21,27,38,39,24', '01,10,13,40,42,46,41']","01,02,19,31,47,48,36"
"['11,19,21,27,38,39,24', '01,10,13,40,42,46,41', '01,02,19,31,47,48,36']","05,17,21,31,33,48,25"
"['01,10,13,40,42,46,41', '01,02,19,31,47,48,36', '05,17,21,31,33,48,25']","06,10,19,29,37,41,09"
"['01,02,19,31,47,48,36', '05,17,21,31,33,48,25', '06,10,19,29,37,41,09']","03,08,22,27,31,39,14"
"['05,17,21,31,33,48,25', '06,10,19,29,37,41,09', '03,08,22,27,31,39,14']","08,12,13,15,35,46,30"
"['06,10,19,29,37,41,09', '03,08,22,27,31,39,14', '08,12,13,15,35,46,30']","05,09,15,32,38,43,12"
"['03,08,22,27,31,39,14', '08,12,13,15,35,46,30', '05,09,15,32,38,43,12']","05,10,24,32,43,48,04"
"['08,12,13,15,35,46,30', '05,09,15,32,38,43,12', '05,10,24,32,43,48,04']","01,16,19,24,25,26,21"
"['05,09,15,32,38,43,12', '05,10,24,32,43,48,04', '01,16,19,24,25,26,21']","02,33,34,42,44,47,10"
"['05,10,24,32,43,48,04', '01,16,19,24,25,26,21', '02,33,34,42,44,47,10']","01,03,11,15,26,48,28"
"['01,16,19,24,25,26,21', '02,33,34,42,44,47,10', '01,03,11,15,26,48,28']","16,19,21,29,36,42,10"
"['02,33,34,42,44,47,10', '01,03,11,15,26,48,28', '16,19,21,29,36,42,10']","05,12,25,35,38,42,28"
"['01,03,11,15,26,48,28', '16,19,21,29,36,42,10', '05,12,25,35,38,42,28']","06,22,23,24,36,44,03"
"['16,19,21,29,36,42,10', '05,12,25,35,38,42,28', '06,22,23,24,36,44,03']","10,15,18,24,28,43,35"
"['05,12,25,35,38,42,28', '06,22,23,24,36,44,03', '10,15,18,24,28,43,35']","01,07,16,17,22,23,19"
"['06,22,23,24,36,44,03', '10,15,18,24,28,43,35', '01,07,16,17,22,23,19']","20,37,39,40,41,45,08"
"['10,15,18,24,28,43,35', '01,07,16,17,22,23,19', '20,37,39,40,41,45,08']","04,21,22,26,36,46,41"
"['01,07,16,17,22,23,19', '20,37,39,40,41,45,08', '04,21,22,26,36,46,41']","22,35,37,41,46,47,24"
"['20,37,39,40,41,45,08', '04,21,22,26,36,46,41', '22,35,37,41,46,47,24']","15,28,37,38,42,47,33"
"['04,21,22,26,36,46,41', '22,35,37,41,46,47,24', '15,28,37,38,42,47,33']","04,06,14,24,29,33,45"
"['22,35,37,41,46,47,24', '15,28,37,38,42,47,33', '04,06,14,24,29,33,45']","09,10,23,29,37,38,44"
"['15,28,37,38,42,47,33', '04,06,14,24,29,33,45', '09,10,23,29,37,38,44']","08,10,20,24,28,29,32"
"['04,06,14,24,29,33,45', '09,10,23,29,37,38,44', '08,10,20,24,28,29,32']","14,20,30,32,35,43,33"
"['09,10,23,29,37,38,44', '08,10,20,24,28,29,32', '14,20,30,32,35,43,33']","04,10,12,18,22,40,24"
"['08,10,20,24,28,29,32', '14,20,30,32,35,43,33', '04,10,12,18,22,40,24']","01,18,35,39,43,48,02"
"['14,20,30,32,35,43,33', '04,10,12,18,22,40,24', '01,18,35,39,43,48,02']","06,08,20,24,36,47,27"
"['04,10,12,18,22,40,24', '01,18,35,39,43,48,02', '06,08,20,24,36,47,27']","03,15,23,30,36,37,28"
"['01,18,35,39,43,48,02', '06,08,20,24,36,47,27', '03,15,23,30,36,37,28']","04,19,28,29,30,41,10"
"['06,08,20,24,36,47,27', '03,15,23,30,36,37,28', '04,19,28,29,30,41,10']","05,11,13,21,22,42,25"
"['03,15,23,30,36,37,28', '04,19,28,29,30,41,10', '05,11,13,21,22,42,25']","01,06,24,25,32,47,38"
"['04,19,28,29,30,41,10', '05,11,13,21,22,42,25', '01,06,24,25,32,47,38']","12,16,18,22,23,27,41"
"['05,11,13,21,22,42,25', '01,06,24,25,32,47,38', '12,16,18,22,23,27,41']","03,08,14,27,31,48,23"
"['01,06,24,25,32,47,38', '12,16,18,22,23,27,41', '03,08,14,27,31,48,23']","02,03,20,28,36,44,21"
"['12,16,18,22,23,27,41', '03,08,14,27,31,48,23', '02,03,20,28,36,44,21']","13,15,20,32,35,39,11"
"['03,08,14,27,31,48,23', '02,03,20,28,36,44,21', '13,15,20,32,35,39,11']","14,20,23,26,37,38,33"
"['02,03,20,28,36,44,21', '13,15,20,32,35,39,11', '14,20,23,26,37,38,33']","09,12,15,24,33,35,18"
"['13,15,20,32,35,39,11', '14,20,23,26,37,38,33', '09,12,15,24,33,35,18']","03,04,07,34,36,45,24"
"['14,20,23,26,37,38,33', '09,12,15,24,33,35,18', '03,04,07,34,36,45,24']","05,06,23,31,39,41,16"
"['09,12,15,24,33,35,18', '03,04,07,34,36,45,24', '05,06,23,31,39,41,16']","10,33,41,42,47,49,03"
"['03,04,07,34,36,45,24', '05,06,23,31,39,41,16', '10,33,41,42,47,49,03']","01,06,17,25,40,42,15"
"['05,06,23,31,39,41,16', '10,33,41,42,47,49,03', '01,06,17,25,40,42,15']","03,04,13,18,24,42,47"
"['10,33,41,42,47,49,03', '01,06,17,25,40,42,15', '03,04,13,18,24,42,47']","12,13,17,21,31,39,20"
"['01,06,17,25,40,42,15', '03,04,13,18,24,42,47', '12,13,17,21,31,39,20']","02,32,36,37,39,43,03"
"['03,04,13,18,24,42,47', '12,13,17,21,31,39,20', '02,32,36,37,39,43,03']","15,38,40,42,46,47,17"
"['12,13,17,21,31,39,20', '02,32,36,37,39,43,03', '15,38,40,42,46,47,17']","16,17,20,32,39,45,46"
"['02,32,36,37,39,43,03', '15,38,40,42,46,47,17', '16,17,20,32,39,45,46']","07,10,11,12,14,20,41"
"['15,38,40,42,46,47,17', '16,17,20,32,39,45,46', '07,10,11,12,14,20,41']","11,13,34,35,47,49,20"
"['16,17,20,32,39,45,46', '07,10,11,12,14,20,41', '11,13,34,35,47,49,20']","14,19,23,35,37,47,42"
"['07,10,11,12,14,20,41', '11,13,34,35,47,49,20', '14,19,23,35,37,47,42']","04,09,27,36,38,39,02"
"['11,13,34,35,47,49,20', '14,19,23,35,37,47,42', '04,09,27,36,38,39,02']","02,13,17,27,31,36,18"
"['14,19,23,35,37,47,42', '04,09,27,36,38,39,02', '02,13,17,27,31,36,18']","16,27,39,43,48,49,01"
"['04,09,27,36,38,39,02', '02,13,17,27,31,36,18', '16,27,39,43,48,49,01']","01,12,23,35,38,45,26"
"['02,13,17,27,31,36,18', '16,27,39,43,48,49,01', '01,12,23,35,38,45,26']","09,25,28,30,35,41,12"
"['16,27,39,43,48,49,01', '01,12,23,35,38,45,26', '09,25,28,30,35,41,12']","15,16,17,20,32,41,08"
"['01,12,23,35,38,45,26', '09,25,28,30,35,41,12', '15,16,17,20,32,41,08']","01,17,22,26,29,33,03"
"['09,25,28,30,35,41,12', '15,16,17,20,32,41,08', '01,17,22,26,29,33,03']","21,22,30,37,38,49,34"
"['15,16,17,20,32,41,08', '01,17,22,26,29,33,03', '21,22,30,37,38,49,34']","17,23,33,38,43,48,19"
"['01,17,22,26,29,33,03', '21,22,30,37,38,49,34', '17,23,33,38,43,48,19']","07,08,24,34,36,38,16"
"['21,22,30,37,38,49,34', '17,23,33,38,43,48,19', '07,08,24,34,36,38,16']","18,22,23,35,44,49,26"
"['17,23,33,38,43,48,19', '07,08,24,34,36,38,16', '18,22,23,35,44,49,26']","02,03,26,30,32,48,41"
"['07,08,24,34,36,38,16', '18,22,23,35,44,49,26', '02,03,26,30,32,48,41']","03,06,40,43,44,45,41"
"['18,22,23,35,44,49,26', '02,03,26,30,32,48,41', '03,06,40,43,44,45,41']","02,07,10,12,15,43,22"
"['02,03,26,30,32,48,41', '03,06,40,43,44,45,41', '02,07,10,12,15,43,22']","03,10,23,36,37,39,15"
"['03,06,40,43,44,45,41', '02,07,10,12,15,43,22', '03,10,23,36,37,39,15']","05,07,21,30,31,36,49"
"['02,07,10,12,15,43,22', '03,10,23,36,37,39,15', '05,07,21,30,31,36,49']","05,08,13,16,28,47,46"
"['03,10,23,36,37,39,15', '05,07,21,30,31,36,49', '05,08,13,16,28,47,46']","04,05,21,34,36,39,28"
"['05,07,21,30,31,36,49', '05,08,13,16,28,47,46', '04,05,21,34,36,39,28']","04,13,19,26,27,28,33"
"['05,08,13,16,28,47,46', '04,05,21,34,36,39,28', '04,13,19,26,27,28,33']","03,14,22,35,43,44,26"
"['04,05,21,34,36,39,28', '04,13,19,26,27,28,33', '03,14,22,35,43,44,26']","01,04,08,13,18,49,03"
"['04,13,19,26,27,28,33', '03,14,22,35,43,44,26', '01,04,08,13,18,49,03']","12,21,27,35,36,37,08"
"['03,14,22,35,43,44,26', '01,04,08,13,18,49,03', '12,21,27,35,36,37,08']","01,11,20,28,30,46,10"
"['01,04,08,13,18,49,03', '12,21,27,35,36,37,08', '01,11,20,28,30,46,10']","08,09,10,20,31,40,25"
"['12,21,27,35,36,37,08', '01,11,20,28,30,46,10', '08,09,10,20,31,40,25']","03,11,14,39,41,48,06"
"['01,11,20,28,30,46,10', '08,09,10,20,31,40,25', '03,11,14,39,41,48,06']","14,16,21,32,35,43,49"
"['08,09,10,20,31,40,25', '03,11,14,39,41,48,06', '14,16,21,32,35,43,49']","08,12,23,37,38,48,20"
"['03,11,14,39,41,48,06', '14,16,21,32,35,43,49', '08,12,23,37,38,48,20']","03,04,19,22,32,40,11"
"['14,16,21,32,35,43,49', '08,12,23,37,38,48,20', '03,04,19,22,32,40,11']","02,08,29,36,42,44,22"
"['08,12,23,37,38,48,20', '03,04,19,22,32,40,11', '02,08,29,36,42,44,22']","01,22,35,38,39,45,08"
"['03,04,19,22,32,40,11', '02,08,29,36,42,44,22', '01,22,35,38,39,45,08']","12,13,24,34,35,39,14"
"['02,08,29,36,42,44,22', '01,22,35,38,39,45,08', '12,13,24,34,35,39,14']","01,02,19,22,26,44,03"
"['01,22,35,38,39,45,08', '12,13,24,34,35,39,14', '01,02,19,22,26,44,03']","10,14,18,41,42,49,24"
"['12,13,24,34,35,39,14', '01,02,19,22,26,44,03', '10,14,18,41,42,49,24']","03,04,08,16,41,43,22"
"['01,02,19,22,26,44,03', '10,14,18,41,42,49,24', '03,04,08,16,41,43,22']","05,07,18,20,38,47,37"
"['10,14,18,41,42,49,24', '03,04,08,16,41,43,22', '05,07,18,20,38,47,37']","04,07,20,23,31,43,47"
"['03,04,08,16,41,43,22', '05,07,18,20,38,47,37', '04,07,20,23,31,43,47']","08,14,27,30,42,47,29"
"['05,07,18,20,38,47,37', '04,07,20,23,31,43,47', '08,14,27,30,42,47,29']","06,08,30,45,47,48,29"
"['04,07,20,23,31,43,47', '08,14,27,30,42,47,29', '06,08,30,45,47,48,29']","08,21,28,33,38,44,27"
"['08,14,27,30,42,47,29', '06,08,30,45,47,48,29', '08,21,28,33,38,44,27']","06,14,18,19,20,42,09"
"['06,08,30,45,47,48,29', '08,21,28,33,38,44,27', '06,14,18,19,20,42,09']","02,13,22,30,36,48,09"
"['08,21,28,33,38,44,27', '06,14,18,19,20,42,09', '02,13,22,30,36,48,09']","03,24,25,28,38,40,11"
"['06,14,18,19,20,42,09', '02,13,22,30,36,48,09', '03,24,25,28,38,40,11']","10,19,21,22,28,47,39"
"['02,13,22,30,36,48,09', '03,24,25,28,38,40,11', '10,19,21,22,28,47,39']","03,13,15,25,29,49,09"
"['03,24,25,28,38,40,11', '10,19,21,22,28,47,39', '03,13,15,25,29,49,09']","08,11,12,14,23,36,45"
"['10,19,21,22,28,47,39', '03,13,15,25,29,49,09', '08,11,12,14,23,36,45']","03,15,33,38,44,49,30"
"['03,13,15,25,29,49,09', '08,11,12,14,23,36,45', '03,15,33,38,44,49,30']","08,15,22,42,43,49,07"
"['08,11,12,14,23,36,45', '03,15,33,38,44,49,30', '08,15,22,42,43,49,07']","05,22,23,27,29,43,47"
"['03,15,33,38,44,49,30', '08,15,22,42,43,49,07', '05,22,23,27,29,43,47']","16,17,18,20,32,45,09"
"['08,15,22,42,43,49,07', '05,22,23,27,29,43,47', '16,17,18,20,32,45,09']","02,05,08,15,31,34,12"
"['05,22,23,27,29,43,47', '16,17,18,20,32,45,09', '02,05,08,15,31,34,12']","11,24,25,32,33,35,23"
"['16,17,18,20,32,45,09', '02,05,08,15,31,34,12', '11,24,25,32,33,35,23']","05,11,21,25,43,48,31"
"['02,05,08,15,31,34,12', '11,24,25,32,33,35,23', '05,11,21,25,43,48,31']","07,10,20,23,32,45,17"
"['11,24,25,32,33,35,23', '05,11,21,25,43,48,31', '07,10,20,23,32,45,17']","01,04,11,18,20,48,05"
"['05,11,21,25,43,48,31', '07,10,20,23,32,45,17', '01,04,11,18,20,48,05']","11,24,27,39,46,47,20"
"['07,10,20,23,32,45,17', '01,04,11,18,20,48,05', '11,24,27,39,46,47,20']","09,15,26,28,36,42,40"
"['01,04,11,18,20,48,05', '11,24,27,39,46,47,20', '09,15,26,28,36,42,40']","02,05,15,20,26,48,08"
"['11,24,27,39,46,47,20', '09,15,26,28,36,42,40', '02,05,15,20,26,48,08']","02,04,17,20,27,44,24"
"['09,15,26,28,36,42,40', '02,05,15,20,26,48,08', '02,04,17,20,27,44,24']","01,20,21,27,42,43,26"
"['02,05,15,20,26,48,08', '02,04,17,20,27,44,24', '01,20,21,27,42,43,26']","08,24,25,40,42,46,10"
"['02,04,17,20,27,44,24', '01,20,21,27,42,43,26', '08,24,25,40,42,46,10']","11,15,27,28,37,39,04"
"['01,20,21,27,42,43,26', '08,24,25,40,42,46,10', '11,15,27,28,37,39,04']","02,05,15,28,35,40,01"
"['08,24,25,40,42,46,10', '11,15,27,28,37,39,04', '02,05,15,28,35,40,01']","03,18,19,20,26,43,10"
"['11,15,27,28,37,39,04', '02,05,15,28,35,40,01', '03,18,19,20,26,43,10']","01,20,30,32,34,43,03"
"['02,05,15,28,35,40,01', '03,18,19,20,26,43,10', '01,20,30,32,34,43,03']","04,12,16,27,44,47,39"
"['03,18,19,20,26,43,10', '01,20,30,32,34,43,03', '04,12,16,27,44,47,39']","03,06,14,27,28,33,05"
"['01,20,30,32,34,43,03', '04,12,16,27,44,47,39', '03,06,14,27,28,33,05']","03,06,16,21,28,47,18"
"['04,12,16,27,44,47,39', '03,06,14,27,28,33,05', '03,06,16,21,28,47,18']","11,13,29,33,42,45,02"
"['03,06,14,27,28,33,05', '03,06,16,21,28,47,18', '11,13,29,33,42,45,02']","19,23,28,32,38,49,20"
"['03,06,16,21,28,47,18', '11,13,29,33,42,45,02', '19,23,28,32,38,49,20']","04,15,23,32,34,35,18"
"['11,13,29,33,42,45,02', '19,23,28,32,38,49,20', '04,15,23,32,34,35,18']","08,35,36,37,39,44,20"
"['19,23,28,32,38,49,20', '04,15,23,32,34,35,18', '08,35,36,37,39,44,20']","12,14,16,34,35,48,43"
"['04,15,23,32,34,35,18', '08,35,36,37,39,44,20', '12,14,16,34,35,48,43']","03,04,30,45,47,49,27"
"['08,35,36,37,39,44,20', '12,14,16,34,35,48,43', '03,04,30,45,47,49,27']","02,07,21,23,32,41,42"
"['12,14,16,34,35,48,43', '03,04,30,45,47,49,27', '02,07,21,23,32,41,42']","01,24,30,31,34,40,43"
"['03,04,30,45,47,49,27', '02,07,21,23,32,41,42', '01,24,30,31,34,40,43']","12,14,34,42,46,49,25"
"['02,07,21,23,32,41,42', '01,24,30,31,34,40,43', '12,14,34,42,46,49,25']","04,05,29,36,40,49,26"
"['01,24,30,31,34,40,43', '12,14,34,42,46,49,25', '04,05,29,36,40,49,26']","09,23,27,28,31,41,44"
"['12,14,34,42,46,49,25', '04,05,29,36,40,49,26', '09,23,27,28,31,41,44']","01,06,16,21,41,48,12"
"['04,05,29,36,40,49,26', '09,23,27,28,31,41,44', '01,06,16,21,41,48,12']","16,37,41,46,47,49,14"
"['09,23,27,28,31,41,44', '01,06,16,21,41,48,12', '16,37,41,46,47,49,14']","09,17,19,23,35,36,34"
"['01,06,16,21,41,48,12', '16,37,41,46,47,49,14', '09,17,19,23,35,36,34']","11,22,28,35,37,48,49"
"['16,37,41,46,47,49,14', '09,17,19,23,35,36,34', '11,22,28,35,37,48,49']","05,08,18,22,29,49,47"
"['09,17,19,23,35,36,34', '11,22,28,35,37,48,49', '05,08,18,22,29,49,47']","26,36,37,39,41,46,04"
"['11,22,28,35,37,48,49', '05,08,18,22,29,49,47', '26,36,37,39,41,46,04']","18,19,23,31,35,38,22"
"['05,08,18,22,29,49,47', '26,36,37,39,41,46,04', '18,19,23,31,35,38,22']","05,07,12,14,16,36,04"
"['26,36,37,39,41,46,04', '18,19,23,31,35,38,22', '05,07,12,14,16,36,04']","03,15,21,22,35,38,04"
"['18,19,23,31,35,38,22', '05,07,12,14,16,36,04', '03,15,21,22,35,38,04']","02,03,09,33,34,38,45"
"['05,07,12,14,16,36,04', '03,15,21,22,35,38,04', '02,03,09,33,34,38,45']","05,06,22,32,34,47,01"
"['03,15,21,22,35,38,04', '02,03,09,33,34,38,45', '05,06,22,32,34,47,01']","05,19,23,40,45,48,06"
"['02,03,09,33,34,38,45', '05,06,22,32,34,47,01', '05,19,23,40,45,48,06']","12,14,27,30,37,43,36"
"['05,06,22,32,34,47,01', '05,19,23,40,45,48,06', '12,14,27,30,37,43,36']","05,26,29,36,43,49,12"
"['05,19,23,40,45,48,06', '12,14,27,30,37,43,36', '05,26,29,36,43,49,12']","01,14,23,31,32,40,35"
"['12,14,27,30,37,43,36', '05,26,29,36,43,49,12', '01,14,23,31,32,40,35']","09,13,32,34,35,45,38"
"['05,26,29,36,43,49,12', '01,14,23,31,32,40,35', '09,13,32,34,35,45,38']","01,05,14,19,33,36,16"
"['01,14,23,31,32,40,35', '09,13,32,34,35,45,38', '01,05,14,19,33,36,16']","09,15,18,21,27,41,46"
"['09,13,32,34,35,45,38', '01,05,14,19,33,36,16', '09,15,18,21,27,41,46']","16,18,29,34,44,49,08"
"['01,05,14,19,33,36,16', '09,15,18,21,27,41,46', '16,18,29,34,44,49,08']","25,26,28,33,39,40,10"
"['09,15,18,21,27,41,46', '16,18,29,34,44,49,08', '25,26,28,33,39,40,10']","03,23,24,31,32,46,47"
"['16,18,29,34,44,49,08', '25,26,28,33,39,40,10', '03,23,24,31,32,46,47']","13,24,25,32,35,45,05"
"['25,26,28,33,39,40,10', '03,23,24,31,32,46,47', '13,24,25,32,35,45,05']","04,07,26,41,47,49,03"
"['03,23,24,31,32,46,47', '13,24,25,32,35,45,05', '04,07,26,41,47,49,03']","01,23,34,36,46,48,18"
"['13,24,25,32,35,45,05', '04,07,26,41,47,49,03', '01,23,34,36,46,48,18']","01,08,19,21,43,45,30"
"['04,07,26,41,47,49,03', '01,23,34,36,46,48,18', '01,08,19,21,43,45,30']","11,18,24,32,38,40,47"
"['01,23,34,36,46,48,18', '01,08,19,21,43,45,30', '11,18,24,32,38,40,47']","02,16,20,22,23,27,46"
